0.0100,6570.3665,4175.9576
0.0200,5166.7375,3295.4277
0.0300,4489.1280,2869.1400
0.0400,4062.9661,2600.5637
0.0500,3760.4735,2409.6781
0.0600,3530.1145,2264.1617
0.0700,3346.3933,2148.0068
0.0800,3194.9937,2052.2166
0.0900,3067.1456,1971.2758
0.1000,2957.1227,1901.5806
0.1100,2860.9987,1840.6588
0.1200,2775.9753,1786.7474
0.1300,2699.9944,1738.5492
0.1400,2631.5025,1695.0845
0.1500,2569.3007,1655.5972
0.1600,2512.4464,1619.4924
0.1700,2460.1865,1586.2946
0.1800,2411.9105,1555.6185
0.1900,2367.1175,1527.1475
0.2000,2325.3918,1500.6190
0.2100,2286.3851,1475.8129
0.2200,2249.8028,1452.5430
0.2300,2215.3940,1430.6505
0.2400,2182.9430,1409.9992
0.2500,2152.2637,1390.4711
0.2600,2123.1940,1371.9639
0.2700,2095.5922,1354.3878
0.2800,2069.3340,1337.6641
0.2900,2044.3092,1321.7231
0.3000,2020.4203,1306.5029
0.3100,1997.5805,1291.9487
0.3200,1975.7119,1278.0111
0.3300,1954.7447,1264.6459
0.3400,1934.6162,1251.8133
0.3500,1915.2696,1239.4774
0.3600,1896.6535,1227.6054
0.3700,1878.7210,1216.1679
0.3800,1861.4296,1205.1378
0.3900,1844.7404,1194.4903
0.4000,1828.6178,1184.2030
0.4100,1813.0290,1174.2551
0.4200,1797.9441,1164.6274
0.4300,1783.3352,1155.3025
0.4400,1769.1769,1146.2641
0.4500,1755.4454,1137.4972
0.4600,1742.1188,1128.9878
0.4700,1729.1768,1120.7231
0.4800,1716.6004,1112.6910
0.4900,1704.3719,1104.8803
0.5000,1692.4751,1097.2806
0.5100,1680.8944,1089.8821
0.5200,1669.6155,1082.6757
0.5300,1658.6251,1075.6529
0.5400,1647.9104,1068.8057
0.5500,1637.4596,1062.1265
0.5600,1627.2617,1055.6082
0.5700,1617.3061,1049.2443
0.5800,1607.5829,1043.0285
0.5900,1598.0830,1036.9548
0.6000,1588.7975,1031.0176
0.6100,1579.7180,1025.2118
0.6200,1570.8369,1019.5323
0.6300,1562.1466,1013.9743
0.6400,1553.6401,1008.5335
0.6500,1545.3107,1003.2056
0.6600,1537.1521,997.9865
0.6700,1529.1584,992.8724
0.6800,1521.3237,987.8597
0.6900,1513.6427,982.9450
0.7000,1506.1101,978.1249
0.7100,1498.7211,973.3963
0.7200,1491.4709,968.7562
0.7300,1484.3551,964.2018
0.7400,1477.3694,959.7304
0.7500,1470.5096,955.3393
0.7600,1463.7720,951.0260
0.7700,1457.1526,946.7882
0.7800,1450.6481,942.6237
0.7900,1444.2549,938.5301
0.8000,1437.9697,934.5055
0.8100,1431.7895,930.5478
0.8200,1425.7112,926.6552
0.8300,1419.7319,922.8257
0.8400,1413.8489,919.0576
0.8500,1408.0594,915.3492
0.8600,1402.3609,911.6989
0.8700,1396.7510,908.1051
0.8800,1391.2272,904.5663
0.8900,1385.7873,901.0811
0.9000,1380.4292,897.6480
0.9100,1375.1506,894.2656
0.9200,1369.9496,890.9328
0.9300,1364.8241,887.6483
0.9400,1359.7723,884.4108
0.9500,1354.7924,881.2192
0.9600,1349.8826,878.0723
0.9700,1345.0412,874.9691
0.9800,1340.2665,871.9085
0.9900,1335.5571,868.8896
